id,name,age,gender,citizenship,birth_country,residency_years,approving_authority,criminal_record,is_disqualified,vaccination_status,sponsor,club,region,Birth_Date,Education_Level,Stroke,Rank1_Count,Rank2_Count,Rank3_Count,Rank4_Count,Rank5_Count,Historical_Records
SWM3692,Elite_Swimmer_SWM3692,27,Men,USA,CAN,6,FINA,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,1997-08-21,Bachelors,Backstroke,2,2,2,4,4,"{50: [25.005756327026923, 25.220872627850994, 24.589327103637736, 25.767985667781186, 25.592522082683537, 25.241041889805853, 25.026150869557096, 25.717929097358066, 25.368195123981053, 26.010316361008947, 25.661704217952817, 24.690514632069863, 25.592028091635804], 100: [49.577214629005375, 50.2992557756899, 51.01376502730053, 51.928740084913436, 51.75558909060754, 50.04174085333183, 49.765605838524465, 51.08618368349116, 51.25088670449929, 52.46896686440403], 200: [100.10625497649568, 102.22579605664828, 103.02263534187624, 98.80880748041106, 102.73576016523035, 99.3751021974469, 102.24042905712072, 101.45125599621826, 101.64767559419975, 98.10401284484664, 101.20320537173062]}"
SWM3692,Elite_Swimmer_SWM3692,27,Men,USA,CAN,6,FINA,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,1997-08-21,Bachelors,Breaststroke,14,14,15,15,20,"{50: [24.81227792715633, 25.385675003066194, 24.573007574059687, 25.334224621631122, 25.980085251422157, 24.69329030334732, 24.797804197413118, 25.74140242500998, 24.962867945001666, 25.923590595818517, 25.328782179786625, 25.48009703860638, 24.976212830203835, 25.8427980418793, 25.70961229567159, 24.80640547741257, 26.223939973597645, 26.19201283261148, 24.657193539465247, 25.029879963745206, 26.189501799585702, 25.4642535347142, 26.15241523651004, 24.68367959731931, 24.576185907976917, 24.992306715794914, 26.19475294675326, 25.168225778117254, 24.58395026048915, 25.49920452320049, 25.100273171466192, 24.761313996577286, 25.863106368272433, 24.815898779940767, 25.237137457978115, 25.31144911473203, 26.06712985302211, 24.966722498918863, 24.74374964327055, 24.76931649837168, 25.199779946067608, 24.881715445412624, 24.85558013441454, 24.690778253492915, 25.74485472442664, 24.848786673672915, 25.573245524626607, 24.90543955288685, 25.237291165079125, 25.347668828452225], 100: [50.5898874218326, 51.78096707399513, 51.83221148164794, 50.060400882499344, 51.098773907157124, 52.35908495223072, 51.59279298629078, 52.184985551861566, 51.109341308362986, 52.43383652547101, 51.22748334903904, 51.888480897400115, 49.928186769846974, 50.522293769892215, 51.977555577000025, 49.615777056397604, 49.790246677724355, 51.108345483977565, 51.75085429298082, 50.650891257671596, 52.27199208975579, 51.12853084946604, 51.50390463073521, 52.48247447619319, 49.57104718762667, 49.772043769719225, 51.54393469974161, 50.3410904107538, 52.17519305182012, 51.227275796176244, 52.03940472058682, 51.46831541869439, 49.95590378285204, 52.30476375188069, 49.73865760403092, 49.865352806079, 49.09166945717672, 50.46203400131971, 49.065591465343395, 50.623230657935224, 50.99513822666262, 51.66629859394586, 49.339803655452066, 51.195717299219126, 49.58217429767575, 51.71656982091377, 50.699839997036534, 49.052276068881554, 49.836385999532595, 50.08123537846247], 200: [100.83660684131868, 98.08372753591593, 98.06985130876487, 100.32175003761343, 98.7593984433047, 103.18578848658187, 104.6575906900115, 101.49575356218128, 100.09704892073634, 104.80301292853149, 99.47172717319506, 98.16934778804212, 101.60863635799964, 99.35864156749639, 99.53828686181478, 104.39630096645965, 100.95795736570479, 99.01815380422204, 100.45579124258029, 103.48421554986427, 98.45224635954435, 98.8400161951739, 104.4953528198479, 104.29058855981536, 100.28197904687812, 99.37732466282223, 99.76964928041474, 100.52013848138203, 103.31833702412287, 104.51709543245397, 101.19794150766506, 100.2007476064868, 100.64511945040853, 101.80526091192883, 102.81366337487327, 99.24433584869175, 102.23357552753158, 101.6880600109338, 104.31818297762709, 100.73565931928971, 100.60948217634322, 104.51987637647666, 98.40916977513616, 98.58458403381564, 100.69712660171753, 104.20961884327751, 99.04941498994928, 102.6750525632954, 102.299435943284, 99.39203909710812]}"
SWM3692,Elite_Swimmer_SWM3692,27,Men,USA,CAN,6,FINA,None,False,Fully Vaccinated,TYR Sport,Club_CHI,CHI,1997-08-21,Bachelors,Individual Medley,1,1,2,1,2,"{200: [98.76077941375114, 103.68369277691023, 104.1061712355826, 104.78050600300178, 104.51049082357342, 104.23312302085444, 104.64430473221056, 98.1054937079882, 100.63249991718712, 100.69828395529802, 103.31883636474363], 400: [203.08957830634776, 209.64709289231786, 209.2912718801483, 207.20161874260992, 202.70128837016466, 205.0725168956545, 206.37484232847078, 207.02089242943725, 201.47415797583687, 205.55964329005567, 206.6836955932068, 209.1531786393058, 199.4041911071966, 205.98075915651916, 203.65197129094926, 200.56723418915584, 198.54789976132926]}"
SWM6638,Elite_Swimmer_SWM6638,13,Women,CAN,CAN,13,,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,2011-10-12,High School,Butterfly,6,1,4,3,5,"{50: [26.017713397248098, 26.194375554779427, 25.762615328942505, 25.775831047086132, 25.55942444261843, 25.430267458139905, 24.75785689041147, 25.0597083606794, 25.494968526118505, 24.830861461228583, 24.884831980320772, 25.885029127289013, 24.912776605165593, 24.954267175361704], 100: [51.08023599797835, 49.60591056156471, 49.7147401526379, 49.11981047679084, 52.264860080506416, 49.40288666078848, 50.512383271237425, 52.30342766848135, 51.87467554874302, 51.78381004395247, 51.03310638544981], 200: [102.69486421754767, 101.62926362456545, 102.66624523812166, 98.33871047825919, 100.27412713030279, 103.60040223428162, 100.7159980474498, 101.44558052364565, 98.12804233647161, 98.33168855350624]}"
SWM6638,Elite_Swimmer_SWM6638,13,Women,CAN,CAN,13,,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,2011-10-12,High School,Freestyle,9,3,2,3,6,"{50: [25.19533305444722, 25.89712821689768, 25.571214587328186, 25.066831456615958, 24.937698772024923, 25.910746876574724, 24.539074474176033, 25.90217296674287, 25.496414957266296, 24.74875617113965, 25.742887310327667, 25.73432860710127, 24.537173826178744], 100: [50.17951921991559, 52.04380979656078, 51.61472628143164, 52.319355980988014, 52.14333702104972, 50.748006973239534, 49.15578179445506, 50.98143287118766, 50.85493618464261, 50.93754504326954, 50.92431852371326], 200: [98.77056304635123, 99.15443518221029, 104.84359742206112, 99.61792482702606, 101.59067194941593, 100.1534095959177, 102.00695638882438, 98.43455150351885, 98.24664176991973, 103.87461082414309, 103.50261191814208], 400: [204.12389105490877, 200.91021538227508, 201.7448248610662, 208.32206059146708, 203.92122712906956, 203.02878989130983, 197.1185789651969, 201.07455570859423, 202.45978191712317], 800: [416.4938639432825, 396.42466732736415, 418.9097488750914, 412.7960395720149, 408.033379005143, 405.8016957164038, 398.5720490177359, 419.0021545672517, 399.238108644045, 411.1477573752042, 395.3562784977529, 407.52204216323315, 417.90229710983124, 419.03154538030816, 419.5738688833439], 1500: [742.4022112943707, 735.2368476476514, 766.1582196407959, 744.917359836324, 774.9549127994876, 779.1203127297082, 764.3719623498741, 773.4791666639475, 744.3668404700738, 760.0704920665214, 786.4640953910414, 769.3317453171367]}"
SWM6638,Elite_Swimmer_SWM6638,13,Women,CAN,CAN,13,,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,2011-10-12,High School,Backstroke,4,2,3,0,1,"{50: [26.245136244503204, 25.85442485055204, 24.624287035329232, 24.726088916423162, 25.860617652199487, 25.771551807346565, 26.108559732198835, 25.899853743088762, 25.600176077566317, 24.559402482803264, 25.662485998010926, 25.904202372885415], 100: [52.12297745460557, 51.072903256748134, 51.06261884634223, 51.51598431449852, 51.074191981348015, 50.05069295007699, 50.539710341835864, 50.48938376077202, 51.585511652160775, 50.384483643469025], 200: [102.99961364867691, 103.29816655115513, 99.1723878820273, 98.22446231481378, 98.22412408280437, 100.3425792621286, 103.19543631456338, 98.77383112757182, 102.7875651434305, 99.8081596175757, 104.4200391695011, 98.11894785659426, 104.24040282461107, 98.78285990571489]}"
SWM6638,Elite_Swimmer_SWM6638,13,Women,CAN,CAN,13,,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,2011-10-12,High School,Breaststroke,20,12,12,16,16,"{50: [24.9223869802429, 25.174102432671752, 24.80947118770571, 24.63655623385581, 24.811169598020292, 24.61054999035396, 25.477836507974967, 25.524113815400845, 24.754097952842898, 24.719118472768354, 25.52785569729044, 25.616057686984977, 25.99867893554479, 26.042149399166092, 24.52366658338151, 25.07564122367205, 25.216510818765038, 25.869120399591637, 24.58171855813652, 24.541800128813442, 25.648421291898266, 25.666615804546588, 24.663219382351365, 25.875607873688157, 24.574105860406895, 26.055100055616222, 24.605841619846284, 25.610536288537777, 26.127894547948426, 25.339276399930604, 24.749669656129, 26.192366992132044, 24.57530195047369, 24.997693653938835, 24.946909129372543, 25.423803148864533, 24.786995960601715, 24.72467786201915, 26.02109322592764, 25.363197296288348, 25.80753456021736, 25.779481212579864, 25.972876065923078, 25.883287446906035, 25.457283259805756, 25.786645583647015, 24.890067695864964, 25.278810727995715, 25.276423937663527, 25.667379528109848], 100: [51.36942633371021, 50.795171107745475, 52.31621867373395, 49.860437114103604, 51.5217777772639, 52.15481009303146, 50.3189142974361, 51.87401211870348, 50.49447827137179, 49.5091902891723, 51.64157423096562, 49.49461859508417, 52.330027693019, 50.77147280245383, 50.464487452544496, 50.860872756747625, 51.93527317038777, 49.02688324633493, 51.144157942444465, 51.81162407716874, 49.079290593673676, 50.39254120351286, 52.292724117543024, 52.17966938646504, 50.85657708413041, 52.30039070779326, 51.703083020255, 50.362642163233005, 51.82031333430077, 51.29413833516509, 52.351677838203514, 51.50673271564942, 51.32965298554089, 49.49628498862392, 49.8540258835092, 49.54130372216118, 49.467852451357565, 50.89154254583762, 49.68192889459988, 50.429775618506156, 50.18157322586711, 50.21512620950297, 49.42589876324768, 50.83389027529546, 49.924996784738475, 50.77619260090582, 52.24362707061497, 51.583647975333925, 50.92292491976288, 50.06865259059611], 200: [100.65141383751002, 98.51711671156178, 104.38299383895229, 102.64167789443857, 103.14749419734966, 100.52536674956653, 103.68362592501516, 101.33740541710586, 99.12085857106995, 100.56279468701288, 101.78164241727707, 103.98444169566827, 98.4281437403644, 101.49104826336635, 102.45129555965255, 101.89509878212412, 103.59640882307555, 101.8435644450577, 103.6728349368529, 99.08127652759694, 104.42672529346233, 99.11551152955151, 100.71957885224059, 99.50896908004363, 101.46582212798148, 98.7375660372689, 102.51256348442281, 102.50214174638757, 103.98061466457433, 101.40951563019603, 104.20148437074617, 98.50064930798062, 101.28808643126406, 104.24190757860701, 100.49593339281775, 104.70886646997673, 98.36003198431422, 101.79743759604239, 101.85460412696779, 104.24168137661698, 98.48579612682857, 104.59931130604451, 100.81906471981202, 100.67045235171616, 98.49985668608967, 102.92614559413471, 98.62436248427319, 103.4409582826328, 98.17619069224945, 99.09769336310933]}"
SWM6638,Elite_Swimmer_SWM6638,13,Women,CAN,CAN,13,,Minor Violation,False,Fully Vaccinated,Speedo,Club_MTL,MTL,2011-10-12,High School,Individual Medley,10,9,10,16,10,"{200: [100.24908783687769, 104.95753374721868, 101.80809659765302, 102.90854412069108, 99.60637339773272, 100.41832857218229, 98.63922295828742, 99.69014860698519, 100.81735048892872, 104.60240985210515, 103.6320296255407, 98.3386891822014, 99.3604458044583, 100.70047679353968, 101.52876715700054, 103.00579533861584, 99.44681233966294, 103.268114636613, 103.30824878627753, 103.34241737156115, 103.94024539270772, 100.71262428507359, 98.80240694908825, 100.87165530227003, 104.397490832472, 100.83942126057113, 100.13363127478006, 103.32369112511313, 104.04457565494403, 102.84226740693454, 100.38619948143854, 100.6361296765691, 102.30285322941661, 101.50167970956487, 102.86033809044545, 104.3735751642578, 101.90827870062225, 98.66191333607316, 103.05045769648393, 103.96786141065095, 99.95663472908124, 101.77202612993987, 103.56963215257355, 103.69894763785558, 100.90441822483301, 102.53991405097145, 99.89153726040585, 102.70116950543411, 99.73241521472634, 98.05450618268439], 400: [196.30767383463106, 206.95400014258576, 199.0527492699766, 200.5975975081947, 200.06702156805787, 200.7346527243771, 207.0504731776206, 204.5494633786972, 196.82255386592675, 208.6486368821487, 206.23425868467095, 203.2595246716919, 205.73442590249294, 209.52493921786396, 199.4537100681336, 205.9486771118598, 205.76184186340538, 202.85758799007078, 201.85025500544515, 198.64675501524763, 202.0857128959695, 201.8029042366272, 207.27476070849588, 202.15950266901294, 199.76460090214596, 209.86379695190615, 202.35962893947553, 197.71117636962344, 209.77926024558013, 201.02044408686078, 207.13201385844297, 209.33913559199655, 204.2054117310388, 207.54501160768365, 206.2741529056812, 198.61185371548933, 206.48287247285748, 198.42407719210746, 196.67188681775758, 198.02891914809683, 207.81371457342624, 199.27974528124832, 205.85992115758594, 196.60407086724965, 206.65471146854856, 202.20001678313656, 202.49272842637262, 198.7839471430818, 196.3137686082548, 199.06294958976642]}"
SWM1984,Elite_Swimmer_SWM1984,31,Women,GBR,GBR,31,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_LON,LON,1993-10-01,MBA,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1984,Elite_Swimmer_SWM1984,31,Women,GBR,GBR,31,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_LON,LON,1993-10-01,MBA,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM1984,Elite_Swimmer_SWM1984,31,Women,GBR,GBR,31,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_LON,LON,1993-10-01,MBA,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1984,Elite_Swimmer_SWM1984,31,Women,GBR,GBR,31,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_LON,LON,1993-10-01,MBA,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM1984,Elite_Swimmer_SWM1984,31,Women,GBR,GBR,31,,Multiple Violations,True,Fully Vaccinated,Nike Swimming,Club_LON,LON,1993-10-01,MBA,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM2354,Elite_Swimmer_SWM2354,31,Women,CAN,CAN,31,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_MTL,MTL,1993-05-05,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2354,Elite_Swimmer_SWM2354,31,Women,CAN,CAN,31,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_MTL,MTL,1993-05-05,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM2354,Elite_Swimmer_SWM2354,31,Women,CAN,CAN,31,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_MTL,MTL,1993-05-05,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2354,Elite_Swimmer_SWM2354,31,Women,CAN,CAN,31,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_MTL,MTL,1993-05-05,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM2354,Elite_Swimmer_SWM2354,31,Women,CAN,CAN,31,,Multiple Violations,True,Fully Vaccinated,Speedo,Club_MTL,MTL,1993-05-05,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM8798,Elite_Swimmer_SWM8798,19,Men,CHN,CHN,19,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_GUA,GUA,2006-01-02,Bachelors,Butterfly,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8798,Elite_Swimmer_SWM8798,19,Men,CHN,CHN,19,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_GUA,GUA,2006-01-02,Bachelors,Freestyle,0,0,0,0,0,"{50: [], 100: [], 200: [], 400: [], 800: [], 1500: []}"
SWM8798,Elite_Swimmer_SWM8798,19,Men,CHN,CHN,19,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_GUA,GUA,2006-01-02,Bachelors,Backstroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8798,Elite_Swimmer_SWM8798,19,Men,CHN,CHN,19,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_GUA,GUA,2006-01-02,Bachelors,Breaststroke,0,0,0,0,0,"{50: [], 100: [], 200: []}"
SWM8798,Elite_Swimmer_SWM8798,19,Men,CHN,CHN,19,,Major Violation,True,Fully Vaccinated,TYR Sport,Club_GUA,GUA,2006-01-02,Bachelors,Individual Medley,0,0,0,0,0,"{200: [], 400: []}"
SWM4989,Elite_Swimmer_SWM4989,24,Women,JPN,JPN,24,,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,2000-07-30,Bachelors,Butterfly,3,1,2,4,1,"{50: [24.805720609996047, 26.047113265898748, 26.085572015553378, 24.818958202907528, 24.982954803889328, 24.723128994360962, 25.647363374089476, 25.926801459572868], 100: [49.20276300499541, 49.86381558067981, 52.251182565044274, 49.96290532870808, 49.73222830000105, 50.45713459901117, 51.09232007041936, 50.9334414637342, 51.576704490685955, 50.36727109046595], 200: [102.1306443196093, 102.60227804493451, 100.35349520875447, 99.92213374470764, 102.8786651034987, 100.8716355697584, 99.05338203634669, 104.8105055202383]}"
SWM4989,Elite_Swimmer_SWM4989,24,Women,JPN,JPN,24,,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,2000-07-30,Bachelors,Freestyle,17,28,25,22,16,"{50: [25.02791240493053, 25.982435275143917, 25.92650780560376, 24.843155846129026, 24.954991573905943, 25.2259707603184, 24.925264653097436, 24.822103588793258, 25.126058816922477, 25.799395850130242, 25.676344578199423, 25.896139655577144, 24.770932282665694, 26.188189360594162, 25.003628909526437, 25.220183602176526, 24.534291824407855, 24.657492581063984, 24.89178671506784, 24.542621033210963, 25.93155569530645, 25.428615099563885, 25.6450510082204, 24.56726231411964, 26.237643130945383, 26.11498674285494, 25.32295113192042, 25.17265402977744, 25.946982222279114, 24.958608469821367, 25.40201773751363, 24.599408748114364, 24.62601701506629, 25.83904639378814, 24.795820501191706, 24.560789379002586, 25.76181512656579, 24.972379827078868, 24.774565566855962, 25.16519080015915, 26.211739279854985, 26.071740148795534, 26.08293014139299, 25.068388295599505, 26.048776833274278, 25.164975477983752, 25.371496681063693, 25.25282828253235, 25.048812573575347, 25.569522202799156], 100: [49.49244232390308, 51.4159335216824, 49.85741353259307, 49.10734073778833, 50.25562350557986, 51.49190497373518, 50.303921881596466, 50.928004513198935, 50.64223109412189, 52.15794191721983, 51.33465719106265, 49.724279842908494, 49.404327168290294, 50.16747112476333, 51.06583694988074, 49.81722583375368, 50.45955513604395, 52.10556559736028, 51.59194780668187, 50.37181520169417, 49.38975015049917, 50.989868738721874, 51.34054249385981, 51.906508799442086, 52.46856654833526, 52.46833159672547, 51.517170443012795, 49.080334720019636, 52.03359738480546, 51.16685974350851, 49.09520753870475, 50.229269699449745, 49.45474421050187, 51.303795609324354, 49.76930776886517, 51.306168329866665, 49.63984387358147, 51.374070041677456, 49.28189810129365, 49.86318036286612, 50.306172239527555, 51.388160427855766, 51.30936427176501, 52.124087046685275, 51.96212535968361, 51.56624207772429, 50.72679848072589, 52.34111272256875, 52.108851500874096, 51.18291566724251], 200: [98.95186182050773, 98.92862497785919, 99.72418431461016, 104.08193630337527, 102.69284664209948, 103.83837787461698, 98.61387606036207, 99.51908736685581, 98.50636641950724, 98.64204901585815, 104.94781349670066, 100.03991928641227, 102.47030195022681, 104.44291601405588, 103.13971782083684, 102.61213143730205, 102.25570428499044, 99.63101645605254, 99.55040613743962, 102.95916584967296, 102.60662447042881, 99.56732368238343, 101.94984752203607, 99.95633284869363, 102.11606790709342, 102.93125734259479, 100.2426931112758, 98.15876397555861, 101.73467834100374, 104.24301546088135, 100.02628780734504, 99.77779882975865, 99.09287063953846, 100.80636131929705, 102.8798432016092, 99.17272589810504, 102.54337301299856, 102.70544914549242, 100.39813563675382, 102.86258719878477, 100.1283189111104, 99.3571520623587, 98.84248677945237, 98.92635800495744, 100.93044659941377], 400: [206.45604946121577, 207.88107569706736, 209.53919528583694, 204.30611714340836, 204.9183800295671, 201.6344122193352, 205.83184530703292, 198.0870008404148, 201.3548500965905, 201.67848842969028, 207.1338753218597, 208.8579616133561, 206.031228727382, 196.4736819301767, 196.00453700765118, 201.3369753187817, 205.1539589844993, 203.94271584158867, 196.3420352754105, 209.97009357053383, 205.18301803580258, 206.25141745232733, 202.96863474202294, 198.00172560104508, 209.2920427066286, 207.88942750643525, 199.82016986257128, 197.39884515366916, 201.36207107932185, 203.50655951750434, 203.59776459709585, 202.85371487330522, 209.6388321261602, 203.47438797057933, 208.7288975222251, 204.3003371271867, 201.1049431273309, 200.41376170126338, 198.7848024481959, 204.62486985155076, 209.5457025706167, 198.44578844321532, 205.86256909601306, 200.42163309544972, 201.51593368985368, 204.81397064029795], 800: [409.82747374777375, 418.925071457498, 409.54462012401115, 405.45521154461, 417.9597675187608, 395.7204187999657, 403.89488644722206, 415.4290626428778, 413.91654715799524, 407.3583379972649, 411.67578986538444, 398.86897531094866, 416.2446945872765, 410.45711180250305, 415.08053497599724, 399.1291639347485, 418.4378791559158, 415.70851967963927, 408.6890229667576, 397.9107450240874, 393.79775490918837, 413.6733380552271, 419.5475942539654, 400.917391867065, 412.9427269162191, 393.5814403218379, 392.05897803898364, 394.8255676473893, 397.7309998496806, 401.31508946659113, 398.33634670811347, 401.56119013140443, 404.88268488483993, 409.5961108821002, 395.045620261918, 417.33819340634614, 409.6822970098163, 396.57046022059063, 408.74996055193486, 409.5519329832536, 409.81295370811506, 408.68979199259445, 404.4781815816138, 416.5304489279855, 406.00015284083673, 413.72627005951455, 407.3194420384171, 397.2672504293688, 410.5789655486425, 406.6546845960305], 1500: [775.315076851737, 763.6497160639968, 741.8459293183197, 749.4116269064714, 759.089063400675, 777.4075778301041, 763.8787226592898, 754.1123934334017, 743.631963289907, 735.350889769198, 759.4937718677827, 771.502940844109, 741.1771835250519, 739.7706073289545, 737.6516242237489, 771.3111136335408, 762.8449311278101, 746.354338181313, 746.5041494309215, 776.4580810251039, 767.4411379760902, 785.772850723398, 743.7950977052576, 750.8944947641377, 746.3748053285839, 767.4342489578762, 738.0363670757622, 779.778790557949, 772.7232170355007, 759.0137198852221, 741.3293173505105, 759.5425413213369, 779.0761519765456, 760.3207813534182, 746.7388314999758, 764.1707965801883, 767.8192522113789, 766.2840450418045, 753.4482520816725, 756.629089445242, 743.3595002096375, 768.9044133766574, 738.3535149522255, 758.3672179023868, 739.1725898224894, 771.4709701018918, 769.9130595497107, 786.3382002041766, 756.7597021649966, 753.2032243426722]}"
SWM4989,Elite_Swimmer_SWM4989,24,Women,JPN,JPN,24,,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,2000-07-30,Bachelors,Backstroke,10,10,12,10,11,"{50: [24.834958744735545, 25.105314383196138, 25.700445247311915, 25.579282672725377, 25.87464026491829, 26.14919433757143, 25.20472152872043, 24.65885508786766, 25.271765925814822, 25.418829477414512, 25.360175175709543, 25.918533053278654, 25.49727723665335, 24.800111062131375, 25.409268992815747, 25.963978229883715, 25.670253837340617, 26.11189461593433, 25.067148085373255, 26.22415154404042, 25.925706875434116, 24.700630575692553, 25.283320342383025, 25.310650924092165, 25.330819888921784, 25.471874822377767, 25.647560291087363, 25.44760289895444, 25.86589984832574, 25.317546351050872, 24.756090266919703, 25.533216561593946, 25.867090782018447, 25.59298360521392, 25.703104012334304, 24.561797742777973, 25.796897553033897, 24.71733606922932, 24.737864332557194, 25.51433122100073, 26.062969227149292], 100: [49.186201889799094, 49.22620180107566, 49.64507212521752, 49.78724839840282, 51.01699937302349, 51.256967182168886, 50.99891816950783, 50.974941847478064, 50.66587993685717, 51.0553578548834, 50.30715053564903, 49.19476326088516, 49.04430818109246, 51.61853423354372, 50.473954456279714, 49.592910009473954, 51.51953517589624, 50.50323837977885, 49.63466048219633, 49.38340130455626, 52.05774686265497, 50.812872692145326, 50.950204700150614, 50.35108639233843, 49.40066783568767, 51.73788588659316, 50.416179202240166, 51.33825024696853, 51.433062294308584, 52.24142545805489, 50.621746135547355, 52.04968512970256, 49.474234489014854, 50.5246780651166, 51.50051827291192, 50.75791048797247, 49.37894275088734, 50.3435094553383, 49.84564630875924, 50.76086208064058, 50.50709177952025, 51.08541711864319, 49.840699699137105, 51.02090040007559, 50.46401961408823, 52.42934137610453, 49.57528102991887, 50.070598469576275, 49.57968605941937, 51.48564452315646], 200: [99.1108376349235, 98.95145817605444, 99.85399573724243, 102.75860817940232, 100.54798069730985, 100.79316611499219, 100.58290960089752, 99.95928267248986, 104.13957943416811, 98.26049925538868, 101.99617370372998, 104.85616013469333, 100.22151993134554, 101.1191352931774, 102.23306159546743, 102.88782529966376, 101.83831874931568, 104.43389947301382, 98.57827980089485, 101.05890758887853, 99.99577620626135, 102.92913810260438, 103.60286346156762, 100.18841417190603, 99.87815972300817, 104.44188314088873, 104.00965143803703, 102.64334032398928, 99.59159537111242, 99.4734248850004, 99.03911096898574, 104.38413325112677, 103.76924819933093, 104.01100214813724, 101.91094335071067, 100.82043412773362, 103.6562524524484, 98.18565689219166, 102.93835306368454, 103.21372688314207, 100.41753151979984, 104.8270729616726, 98.322478646757, 98.73120415714293, 100.46590828364089, 102.56905182382785, 98.12877748949845, 104.8205110818564]}"
SWM4989,Elite_Swimmer_SWM4989,24,Women,JPN,JPN,24,,Minor Violation,False,Fully Vaccinated,Speedo,Club_TOK,TOK,2000-07-30,Bachelors,Breaststroke,1,2,4,0,1,"{50: [25.681978528427287, 25.29759662801504, 25.668072227857603, 25.933100588501983, 24.541432268462202], 100: [49.33202759471488, 50.32799999251294, 49.42098012930734, 50.0071491939968, 51.10919498531139, 49.794017408120425, 52.359609279018336], 200: [102.32047081950635, 102.0887241251135, 102.40469933928532, 98.12040728330815, 101.90082226487746, 103.66428045619543, 98.56879289820013, 102.33884628224132, 100.27230063991439, 99.46705661538525]}"
